user_id,rec_i
2393,"[944836, 6391381, 907099, 906844, 951412]"
2394,"[9835509, 998119, 910473, 849202, 906838]"
2395,"[910473, 1037840, 949294, 993638, 5569230]"
2396,"[998119, 832678, 12731436, 12301109, 9835509]"
2398,"[1027168, 921504, 6463775, 910032, 856942]"
2399,"[9553288, 993638, 1068292, 838186, 1012587]"
2400,"[838186, 957951, 982469, 1059902, 910673]"
2401,"[5585510, 825343, 828106, 848029, 1026118]"
2402,"[8090537, 1082212, 910473, 1106523, 1081177]"
2404,"[8090513, 1126899, 1029743, 1106523, 5569230]"
2405,"[6602697, 1043494, 1062002, 1005274, 5585510]"
2406,"[1126899, 1028891, 896085, 865174, 10344585]"
2407,"[5569374, 6533936, 1089954, 5568249, 1092588]"
2408,"[946995, 908318, 1138443, 892531, 12171656]"
2410,"[1037840, 1108094, 5567702, 5569471, 1128016]"
2412,"[1122358, 1037840, 995628, 969568, 906838]"
2415,"[1127758, 880427, 965772, 872137, 986912]"
2416,"[910473, 1034176, 1098844, 849202, 896613]"
2418,"[8090539, 1009187, 1029743, 8090537, 961979]"
2419,"[1002771, 825994, 5569327, 839419, 1122358]"
2420,"[999779, 944534, 999104, 880150, 910673]"
2421,"[5569471, 1040807, 1126899, 7168026, 887102]"
2423,"[1037840, 8090521, 832678, 1134810, 5569327]"
2424,"[916993, 940947, 834117, 1019643, 6034857]"
2425,"[1028891, 999104, 823775, 1133254, 1055425]"
2426,"[1058404, 1043494, 850102, 825365, 1044078]"
2427,"[908318, 856252, 8090532, 993638, 892531]"
2430,"[998206, 976199, 910032, 841220, 835098]"
2431,"[1127758, 993638, 835300, 944139, 823990]"
2432,"[1101010, 986912, 1085983, 8090521, 1122358]"
2435,"[1055504, 913210, 1006878, 1023720, 1046587]"
2437,"[1048257, 5570383, 8090536, 1070820, 1043787]"
2438,"[892531, 951412, 880427, 1101706, 5578547]"
2440,"[956486, 1068292, 999714, 999779, 1025611]"
2441,"[948670, 995965, 856942, 7168026, 1102067]"
2442,"[1126899, 6602697, 5568489, 12988031, 1009187]"
2445,"[901776, 969568, 5587656, 893018, 9677236]"
2446,"[1044259, 948670, 1115175, 1126899, 961979]"
2447,"[916990, 1013928, 944137, 9242918, 904997]"
2448,"[7441210, 993638, 835098, 7168026, 12731714]"
2449,"[872137, 1055504, 5569374, 5569471, 8090513]"
2450,"[1038985, 1070820, 957951, 1072799, 831628]"
2451,"[917033, 1104349, 8177622, 854754, 6534030]"
2452,"[949023, 1025581, 1127758, 1013928, 910673]"
2453,"[1136719, 6391381, 1026118, 1106271, 976199]"
2454,"[972665, 948086, 995478, 1128016, 1115175]"
2455,"[1102416, 5569471, 921504, 1137775, 997796]"
2456,"[5590613, 5587656, 1126899, 1099089, 8293447]"
2457,"[1137775, 1040807, 819978, 935317, 901062]"
2458,"[5568489, 8090509, 901062, 965842, 1013167]"
2459,"[982469, 1050851, 1015539, 949023, 1128016]"
2460,"[1082990, 5569471, 879504, 5569230, 878715]"
2461,"[1101706, 1098844, 1082212, 6514160, 857503]"
2462,"[901062, 916993, 9242918, 6034857, 12946027]"
2464,"[1104349, 1082212, 6534077, 1070820, 1051211]"
2465,"[856252, 10344585, 986912, 843464, 882604]"
2466,"[1059902, 12946027, 971922, 1019247, 1013167]"
2467,"[8090536, 1126899, 1083446, 944836, 1127716]"
2468,"[1031316, 934399, 1021116, 998206, 1131438]"
2469,"[999858, 968072, 12731436, 1051468, 1130375]"
2470,"[6391381, 1019643, 1002850, 887102, 961979]"
2471,"[1062002, 995478, 5587656, 906923, 9835509]"
2472,"[1013928, 1122358, 949294, 6442594, 1068292]"
2474,"[1062128, 1136719, 866871, 1023720, 930118]"
2475,"[5569471, 1070820, 971922, 1070845, 1121384]"
2478,"[934399, 944836, 823775, 1137775, 965766]"
2479,"[1040807, 5569374, 1070272, 910032, 5568249]"
2481,"[1132771, 934399, 865705, 856942, 823775]"
2482,"[983584, 8090509, 8090521, 944139, 1021116]"
2483,"[6533936, 948832, 1130375, 972665, 1070820]"
2484,"[1108094, 878715, 834117, 1127758, 913210]"
2485,"[907631, 5569471, 1083446, 6602697, 1002771]"
2486,"[8090521, 9245106, 998206, 8293447, 940947]"
2487,"[865026, 10344585, 1026118, 5570383, 1099089]"
2488,"[5569374, 972665, 906838, 834117, 919534]"
2489,"[843464, 965842, 944137, 901062, 1018740]"
2490,"[1127758, 999104, 5590613, 1038663, 948832]"
2492,"[883003, 933835, 1028891, 1106523, 1070272]"
2494,"[6548453, 5568249, 1112238, 969568, 5569471]"
2495,"[906838, 839656, 1006184, 944137, 981086]"
2496,"[1056509, 7441210, 832678, 1000753, 907631]"
2497,"[1135834, 8090532, 849202, 892531, 8090537]"
2498,"[901776, 1126899, 1070820, 12302069, 1028891]"
2499,"[1070820, 5568378, 1051211, 5569327, 998206]"
2500,"[1065538, 6534030, 1019643, 908318, 906844]"
